,valence_intensity,fear_intensity,anger_intensity,happiness_intensity,sadness_intensity,sentiment
1944,0.4549999999999999,0.463,0.4295,0.248,0.3994999999999999,-1
2154,0.479,0.429,0.421,0.309,0.377,-1
2222,0.353,0.4479999999999999,0.5539999999999999,0.225,0.5,-1
1828,0.441,0.408,0.4379999999999999,0.256,0.366,-1
1545,0.45,0.5635,0.4065,0.286,0.4345,-1
1834,0.3979999999999999,0.52,0.45,0.263,0.39,-1
2847,0.3879999999999999,0.316,0.515,0.2339999999999999,0.444,-1
2336,0.449,0.482,0.416,0.265,0.432,-1
1145,0.4456666666666666,0.4893333333333333,0.4903333333333333,0.2683333333333333,0.4476666666666666,-1
3,0.3939999999999999,0.451,0.546,0.188,0.47,-1
2166,0.4553333333333333,0.4733333333333333,0.4473333333333333,0.2659999999999999,0.4093333333333333,-1
266,0.342,0.613,0.467,0.188,0.482,-1
1086,0.4622857142857142,0.4978571428571428,0.3977142857142857,0.2741428571428571,0.4181428571428571,-1
1040,0.43925,0.4974999999999999,0.49475,0.2664999999999999,0.411,-1
344,0.4485882352941176,0.4327647058823529,0.4837058823529411,0.281764705882353,0.4269411764705881,-1
2862,0.435,0.41,0.484,0.2769999999999999,0.367,-1
2850,0.341,0.511,0.565,0.264,0.516,-1
1011,0.4285,0.502,0.497,0.2215,0.4599999999999999,-1
338,0.349,0.469,0.5185,0.1505,0.4669999999999999,-1
97,0.3963333333333333,0.509,0.5106666666666667,0.2363333333333333,0.4566666666666666,-1
1674,0.412,0.557,0.492,0.264,0.486,-1
1898,0.4529999999999999,0.4589999999999999,0.5055,0.297,0.4389999999999999,-1
3491,0.4253333333333333,0.5076666666666667,0.5126666666666667,0.294,0.451,-1
2344,0.4353333333333333,0.4583333333333333,0.4559999999999999,0.2843333333333333,0.4333333333333333,-1
1431,0.462,0.426,0.3879999999999999,0.24,0.351,-1
728,0.414,0.397,0.5539999999999999,0.223,0.456,-1
1082,0.473,0.5155000000000001,0.4295,0.2915,0.425,-1
406,0.439,0.564,0.475,0.304,0.417,-1
3267,0.4458333333333333,0.5196666666666667,0.4228333333333333,0.261,0.4201666666666667,-1
1975,0.389,0.509,0.482,0.204,0.424,-1
2279,0.417,0.584,0.534,0.252,0.496,-1
1469,0.455,0.412,0.472,0.315,0.412,-1
1751,0.3879999999999999,0.406,0.372,0.2769999999999999,0.409,-1
1752,0.406,0.442,0.477,0.257,0.465,-1
1226,0.3999375,0.5319375,0.4578125,0.225125,0.4566249999999999,-1
909,0.449,0.424,0.366,0.266,0.376,-1
497,0.364,0.396,0.557,0.162,0.471,-1
2639,0.4485,0.4625,0.448,0.2299999999999999,0.4039999999999999,-1
2982,0.475,0.532,0.412,0.2769999999999999,0.46,-1
1669,0.417,0.427,0.442,0.239,0.406,-1
382,0.391,0.5683333333333334,0.4956666666666667,0.2809999999999999,0.4866666666666666,-1
2149,0.2885,0.583,0.6005,0.1495,0.569,-1
311,0.3972857142857142,0.5012857142857143,0.5307142857142857,0.2312857142857143,0.467,-1
429,0.4665,0.4585,0.4175,0.245,0.394,-1
1723,0.467,0.522,0.348,0.3429999999999999,0.412,-1
583,0.415,0.5195000000000001,0.439,0.2635,0.4464999999999999,-1
2356,0.3879999999999999,0.52,0.501,0.212,0.4679999999999999,-1
1666,0.3415,0.5745,0.4725,0.1865,0.5065000000000001,-1
309,0.425,0.486,0.494,0.27,0.414,-1
2626,0.462,0.436,0.392,0.305,0.395,-1
2058,0.359,0.493,0.494,0.179,0.474,-1
51,0.414,0.482,0.5605,0.271,0.4505,-1
2805,0.4479999999999999,0.574,0.436,0.391,0.3929999999999999,-1
2748,0.372,0.431,0.574,0.293,0.415,-1
405,0.4535,0.377,0.4555,0.314,0.4014999999999999,-1
931,0.347,0.593,0.511,0.187,0.568,-1
2306,0.392,0.494,0.444,0.186,0.437,-1
502,0.3499999999999999,0.5343333333333334,0.5293333333333333,0.183,0.5013333333333333,-1
637,0.477,0.44,0.432,0.337,0.3389999999999999,-1
367,0.415,0.546,0.561,0.175,0.429,-1
3692,0.3775,0.5715,0.528,0.235,0.4795,-1
1138,0.3979999999999999,0.474,0.406,0.239,0.455,-1
292,0.375,0.449,0.444,0.244,0.4429999999999999,-1
2142,0.3896666666666666,0.4416666666666667,0.4776666666666667,0.216,0.4313333333333333,-1
1134,0.439,0.434,0.4486666666666667,0.316,0.3926666666666666,-1
1983,0.416,0.6459999999999999,0.467,0.33,0.504,-1
333,0.3879999999999999,0.397,0.4679999999999999,0.255,0.429,-1
2222,0.481,0.4995,0.41,0.295,0.452,-1
431,0.4455999999999999,0.4812,0.4705999999999999,0.267,0.426,-1
2653,0.37075,0.49575,0.504,0.24825,0.4685,-1
365,0.467,0.409,0.41,0.299,0.4579999999999999,-1
118,0.3879999999999999,0.488,0.59,0.242,0.507,-1
859,0.419,0.5235,0.4795,0.2575,0.4315,-1
244,0.409,0.579,0.4703333333333333,0.2656666666666666,0.4683333333333332,-1
1381,0.41,0.5529999999999999,0.446,0.223,0.471,-1
177,0.381,0.4513333333333333,0.5220000000000001,0.2439999999999999,0.51,-1
722,0.43,0.4355,0.4669999999999999,0.2835,0.4429999999999999,-1
3724,0.4629999999999999,0.4479999999999999,0.493,0.306,0.462,-1
3396,0.3665,0.399,0.5245,0.24,0.41,-1
3452,0.4539999999999999,0.556,0.471,0.283,0.428,-1
1204,0.42,0.503,0.5589999999999999,0.288,0.473,-1
82,0.3593333333333333,0.5373333333333333,0.541,0.2493333333333333,0.521,-1
2500,0.336,0.532,0.471,0.149,0.472,-1
2240,0.457,0.387,0.472,0.273,0.418,-1
1042,0.41,0.482,0.427,0.296,0.452,-1
2922,0.432,0.4479999999999999,0.45,0.254,0.372,-1
2460,0.433,0.512,0.431,0.313,0.444,-1
109,0.353,0.586,0.497,0.19,0.499,-1
2785,0.471,0.3829999999999999,0.41,0.281,0.3779999999999999,-1
2435,0.4579999999999999,0.375,0.37,0.287,0.417,-1
697,0.44,0.46,0.391,0.225,0.39,-1
94,0.449,0.4146666666666667,0.4863333333333333,0.2663333333333333,0.383,-1
1379,0.4235,0.4715,0.528,0.194,0.443,-1
430,0.449,0.432,0.487,0.283,0.3989999999999999,-1
3087,0.33,0.555,0.534,0.135,0.477,-1
1002,0.432,0.473,0.532,0.3,0.432,-1
759,0.449,0.412,0.392,0.298,0.41,-1
1361,0.429,0.427,0.39,0.2289999999999999,0.4,-1
98,0.421,0.48775,0.4965,0.27325,0.44275,-1
196,0.4047142857142857,0.3572857142857142,0.4728571428571429,0.199,0.4049999999999999,-1
81,0.421,0.425,0.4429999999999999,0.2239999999999999,0.402,-1
477,0.38,0.474,0.5379999999999999,0.266,0.483,-1
1012,0.306,0.513,0.556,0.176,0.485,-1
1479,0.402,0.511,0.482,0.238,0.4479999999999999,-1
1553,0.428,0.4723181818181817,0.4488181818181818,0.2563636363636363,0.4286363636363636,-1
109,0.465,0.3879999999999999,0.4639999999999999,0.297,0.418,-1
1017,0.367,0.5379999999999999,0.487,0.1369999999999999,0.4679999999999999,-1
1047,0.4629999999999999,0.356,0.42,0.306,0.335,-1
1529,0.3955,0.4975,0.48575,0.235,0.4655,-1
3179,0.396,0.465,0.513,0.244,0.475,-1
448,0.3979999999999999,0.539,0.586,0.314,0.488,-1
775,0.433,0.527,0.49,0.263,0.435,-1
1964,0.43475,0.4347499999999999,0.45225,0.262,0.4465,-1
596,0.44,0.421,0.43,0.2615,0.4297499999999999,-1
1016,0.443,0.4445,0.4389999999999999,0.294,0.3765,-1
398,0.3229999999999999,0.418,0.523,0.188,0.406,-1
11,0.3083333333333333,0.5566666666666666,0.5553333333333333,0.1959999999999999,0.528,-1
1925,0.385,0.525,0.435,0.257,0.469,-1
353,0.389,0.4639999999999999,0.515,0.196,0.424,-1
628,0.3505,0.5365,0.508,0.2339999999999999,0.5129999999999999,-1
1772,0.413,0.532,0.44,0.291,0.472,-1
2629,0.427,0.5579999999999999,0.434,0.324,0.423,-1
2001,0.383,0.4933333333333332,0.4963333333333333,0.2763333333333333,0.4636666666666666,-1
2517,0.372,0.433,0.486,0.165,0.385,-1
1622,0.478,0.497,0.504,0.3339999999999999,0.44,-1
774,0.4464,0.4884,0.4254,0.2928,0.4264,-1
88,0.3379999999999999,0.431,0.5770000000000001,0.1369999999999999,0.455,-1
3062,0.461,0.477,0.418,0.288,0.406,-1
1582,0.455,0.432,0.4,0.265,0.461,-1
327,0.378,0.5235,0.5585,0.1935,0.477,-1
598,0.332,0.5379999999999999,0.515,0.1639999999999999,0.525,-1
2138,0.384,0.4579999999999999,0.5225,0.313,0.4295,-1
2101,0.3798571428571428,0.5174285714285715,0.4928571428571429,0.2281428571428571,0.4502857142857143,-1
2196,0.4429999999999999,0.461,0.4679999999999999,0.254,0.45,-1
2065,0.4136666666666667,0.5663333333333334,0.4823333333333333,0.231,0.4993333333333334,-1
2064,0.3979999999999999,0.472,0.5539999999999999,0.211,0.4379999999999999,-1
1844,0.375,0.573,0.44,0.2019999999999999,0.522,-1
760,0.338,0.5175,0.565,0.1865,0.4865,-1
117,0.413,0.412,0.525,0.22,0.41,-1
1195,0.435,0.481,0.434,0.213,0.437,-1
1524,0.4379999999999999,0.342,0.395,0.313,0.368,-1
2022,0.4629999999999999,0.446,0.446,0.301,0.4579999999999999,-1
1717,0.4205,0.4972499999999999,0.419,0.26175,0.425,-1
1386,0.3655,0.4065,0.528,0.2415,0.4325,-1
1132,0.39675,0.5469999999999999,0.409,0.2317499999999999,0.44475,-1
2270,0.352,0.58,0.521,0.2339999999999999,0.493,-1
440,0.454,0.453,0.4688,0.2728,0.4114000000000001,-1
1996,0.4275,0.491,0.4185,0.269,0.4519999999999999,-1
1723,0.467,0.47,0.427,0.306,0.3829999999999999,-1
778,0.304,0.8,0.525,0.136,0.588,-1
171,0.347,0.575,0.563,0.154,0.535,-1
1789,0.385,0.4275,0.5795,0.26,0.4865,-1
281,0.445,0.469,0.4579999999999999,0.248,0.421,-1
2644,0.3802,0.5097999999999999,0.4948,0.2092,0.493,-1
3044,0.4449999999999999,0.456,0.4775,0.271,0.418,-1
1456,0.4579999999999999,0.353,0.321,0.257,0.364,-1
461,0.302,0.5660000000000001,0.6579999999999999,0.157,0.589,-1
2288,0.4425,0.429,0.503,0.2294999999999999,0.418,-1
2099,0.428,0.513,0.445,0.223,0.4579999999999999,-1
1317,0.478,0.51,0.476,0.281,0.434,-1
279,0.2759999999999999,0.589,0.61,0.1335,0.5549999999999999,-1
153,0.447,0.396,0.42,0.282,0.377,-1
3135,0.4379999999999999,0.363,0.4379999999999999,0.267,0.382,-1
37,0.4097499999999999,0.46975,0.51875,0.2555,0.442,-1
2614,0.4635,0.5085000000000001,0.4545,0.2705,0.4054999999999999,-1
557,0.4359999999999999,0.386,0.517,0.20325,0.47175,-1
1781,0.4423333333333333,0.5059999999999999,0.5083333333333333,0.3,0.426,-1
937,0.368,0.451,0.573,0.235,0.5,-1
1820,0.31,0.614,0.535,0.07,0.552,-1
2523,0.4126666666666667,0.5503333333333335,0.4766666666666666,0.2163333333333333,0.4166666666666667,-1
62,0.444,0.527,0.41,0.258,0.452,-1
2376,0.446,0.497,0.4479999999999999,0.332,0.491,-1
1398,0.385,0.442,0.472,0.185,0.405,-1
2538,0.47,0.312,0.337,0.308,0.325,-1
2848,0.3989999999999999,0.509,0.444,0.2789999999999999,0.437,-1
691,0.476,0.3389999999999999,0.401,0.3339999999999999,0.324,-1
79,0.3779999999999999,0.561,0.506,0.223,0.518,-1
659,0.4599999999999999,0.4575,0.4665,0.287,0.4195,-1
1476,0.3872,0.4864,0.5364000000000001,0.2718,0.4633999999999999,-1
1535,0.428,0.412,0.482,0.285,0.423,-1
1424,0.424,0.481,0.434,0.265,0.432,-1
1027,0.4576666666666666,0.4723333333333332,0.4373333333333333,0.298,0.41,-1
1823,0.369,0.555,0.56,0.1639999999999999,0.536,-1
478,0.3933333333333333,0.4366666666666667,0.41,0.2246666666666666,0.429,-1
1708,0.355,0.5315,0.4725,0.198,0.494,-1
423,0.3695,0.5085000000000001,0.5155000000000001,0.193,0.506,-1
1479,0.4479999999999999,0.516,0.467,0.29,0.445,-1
1419,0.428,0.469,0.456,0.246,0.431,-1
1975,0.341,0.556,0.591,0.148,0.5,-1
2480,0.47,0.434,0.48,0.246,0.386,-1
535,0.395,0.286,0.445,0.222,0.348,-1
1246,0.479,0.3389999999999999,0.38,0.3329999999999999,0.317,-1
1773,0.405,0.493,0.529,0.221,0.418,-1
1272,0.4165,0.4499999999999999,0.4505,0.2754999999999999,0.46,-1
250,0.396,0.441,0.4,0.24,0.396,-1
1959,0.3804999999999999,0.498,0.516,0.257,0.4265,-1
1921,0.4665,0.48875,0.4245,0.296,0.416,-1
3063,0.4755,0.42,0.4075,0.3115,0.3575,-1
3633,0.446,0.499,0.427,0.28,0.3979999999999999,-1
1404,0.451,0.525,0.525,0.264,0.417,-1
939,0.449,0.417,0.493,0.289,0.386,-1
1993,0.397,0.4825,0.535,0.296,0.4815,-1
612,0.422,0.534,0.475,0.2339999999999999,0.436,-1
492,0.433,0.487,0.457,0.3339999999999999,0.496,-1
3444,0.419,0.525,0.431,0.262,0.4579999999999999,-1
397,0.461,0.527,0.434,0.309,0.4479999999999999,-1
261,0.395,0.4754999999999999,0.4649999999999999,0.3005,0.4175,-1
1346,0.446,0.537,0.499,0.296,0.433,-1
1326,0.3988333333333333,0.4811666666666666,0.506,0.2206666666666666,0.4325,-1
421,0.402,0.605,0.5670000000000001,0.288,0.498,-1
2165,0.479,0.441,0.407,0.322,0.395,-1
739,0.347,0.5589999999999999,0.53,0.216,0.471,-1
1220,0.375,0.515,0.613,0.193,0.488,-1
2876,0.362,0.581,0.501,0.184,0.497,-1
1698,0.327,0.621,0.531,0.244,0.462,-1
1417,0.36,0.55,0.497,0.205,0.494,-1
1585,0.4385,0.482,0.402,0.2765,0.386,-1
534,0.422,0.509,0.444,0.2324999999999999,0.4339999999999999,-1
1933,0.4095,0.515,0.4845,0.271,0.4725,-1
1541,0.403,0.4855,0.5175000000000001,0.2445,0.4435,-1
2140,0.38525,0.4857499999999999,0.512,0.2794999999999999,0.43,-1
1115,0.3313333333333333,0.5006666666666666,0.6466666666666666,0.1503333333333333,0.5286666666666666,-1
2737,0.4673333333333333,0.324,0.3533333333333333,0.3236666666666666,0.3526666666666667,-1
578,0.35,0.569,0.506,0.165,0.519,-1
1202,0.419,0.4803333333333333,0.4626666666666666,0.204,0.4443333333333333,-1
812,0.32,0.465,0.496,0.233,0.422,-1
2766,0.327,0.522,0.579,0.144,0.532,-1
1171,0.332,0.6609999999999999,0.444,0.179,0.508,-1
1636,0.384,0.576,0.49,0.238,0.51,-1
948,0.469,0.4865,0.4599999999999999,0.3195,0.443,-1
192,0.4005,0.493,0.4505,0.2279999999999999,0.4965,-1
430,0.435,0.488,0.3805,0.258,0.383,-1
2476,0.395,0.5,0.379,0.221,0.5539999999999999,-1
925,0.326,0.534,0.557,0.175,0.519,-1
3513,0.47,0.484,0.442,0.241,0.424,-1
599,0.355,0.541,0.556,0.188,0.47,-1
1740,0.428,0.414,0.4315,0.297,0.3675,-1
2425,0.47,0.38,0.444,0.285,0.392,-1
439,0.3989999999999999,0.401,0.4529999999999999,0.298,0.412,-1
205,0.3375,0.5925,0.571,0.186,0.519,-1
1629,0.382,0.451,0.502,0.276,0.432,-1
1057,0.3779999999999999,0.546,0.63,0.211,0.53,-1
2908,0.43,0.535,0.422,0.2189999999999999,0.501,-1
4,0.432,0.4796666666666667,0.443,0.22,0.4263333333333333,-1
778,0.473,0.4629999999999999,0.442,0.311,0.428,-1
1140,0.315,0.633,0.5720000000000001,0.132,0.5820000000000001,-1
528,0.4714285714285715,0.5155714285714286,0.4138571428571428,0.3098571428571429,0.4415714285714286,-1
1033,0.406,0.437,0.446,0.233,0.3879999999999999,-1
525,0.4571249999999999,0.4498749999999999,0.4237499999999999,0.237875,0.38825,-1
1067,0.352,0.534,0.477,0.265,0.509,-1
2697,0.408,0.5189999999999999,0.497,0.19,0.4415,-1
1430,0.449,0.451,0.474,0.335,0.491,-1
80,0.4225,0.3855,0.492,0.2925,0.4024999999999999,-1
28,0.3879999999999999,0.41,0.541,0.1939999999999999,0.4529999999999999,-1
3236,0.4483333333333333,0.5013333333333334,0.3876666666666666,0.3163333333333333,0.4466666666666667,-1
2471,0.3674999999999999,0.591,0.5505,0.1699999999999999,0.508,-1
2703,0.437,0.361,0.412,0.302,0.379,-1
642,0.472,0.3935,0.4295,0.3075,0.4004999999999999,-1
74,0.4455,0.3185,0.4325,0.2715,0.3825,-1
1256,0.46,0.3829999999999999,0.305,0.313,0.3929999999999999,-1
2120,0.403,0.5805,0.4335,0.2645,0.4775,-1
1975,0.3289999999999999,0.6559999999999999,0.636,0.151,0.556,-1
521,0.371,0.31,0.65,0.18,0.426,-1
1029,0.36175,0.52475,0.5609999999999999,0.2009999999999999,0.4745,-1
493,0.37,0.69,0.589,0.17,0.5539999999999999,-1
1963,0.395,0.4685,0.5495,0.2249999999999999,0.4085,-1
1640,0.422,0.47,0.469,0.255,0.4379999999999999,-1
1071,0.4034999999999999,0.5145,0.477,0.2315,0.4559999999999999,-1
1971,0.4525,0.5215000000000001,0.402,0.2299999999999999,0.3755,-1
2471,0.374,0.6185,0.4865,0.1995,0.5475,-1
2115,0.3295,0.5155000000000001,0.5415,0.177,0.4735,-1
2088,0.322,0.556,0.573,0.151,0.522,-1
3548,0.436,0.585,0.442,0.295,0.4429999999999999,-1
575,0.3974999999999999,0.4965,0.5155000000000001,0.2309999999999999,0.4485,-1
2230,0.38,0.437,0.521,0.262,0.442,-1
3018,0.3875,0.43,0.487,0.2229999999999999,0.43,-1
813,0.4429999999999999,0.508,0.498,0.26,0.435,-1
254,0.3929999999999999,0.493,0.466,0.237,0.429,-1
146,0.477,0.472,0.457,0.29,0.408,-1
977,0.424,0.438,0.4929999999999999,0.295,0.421,-1
396,0.442,0.391,0.488,0.35,0.4629999999999999,-1
149,0.446,0.479,0.483,0.326,0.427,-1
173,0.4579999999999999,0.364,0.462,0.298,0.3879999999999999,-1
1515,0.3664999999999999,0.5165000000000001,0.485,0.1895,0.494,-1
633,0.364,0.503,0.5479999999999999,0.285,0.451,-1
503,0.439,0.467,0.3939999999999999,0.246,0.442,-1
2793,0.3745,0.5535,0.5255,0.155,0.4475,-1
449,0.4026666666666667,0.5246666666666667,0.521,0.2726666666666666,0.4586666666666667,-1
447,0.3693333333333333,0.521,0.524,0.2206666666666666,0.4633333333333334,-1
968,0.472,0.422,0.432,0.226,0.389,-1
2507,0.3979999999999999,0.557,0.4653333333333334,0.2319999999999999,0.4803333333333333,-1
2633,0.4503333333333333,0.4656666666666667,0.4593333333333333,0.2526666666666666,0.4443333333333333,-1
1693,0.409,0.48,0.5379999999999999,0.231,0.513,-1
890,0.446,0.406,0.44,0.272,0.422,-1
3171,0.362,0.397,0.449,0.2239999999999999,0.422,-1
511,0.332,0.551,0.515,0.162,0.519,-1
1543,0.426,0.382,0.3779999999999999,0.286,0.474,-1
1601,0.467,0.358,0.372,0.264,0.359,-1
1378,0.409,0.603,0.47,0.252,0.504,-1
2543,0.3615,0.515,0.526,0.193,0.513,-1
2357,0.4039999999999999,0.569,0.4529999999999999,0.236,0.465,-1
1922,0.3525,0.548,0.5585,0.1995,0.4755,-1
623,0.3939999999999999,0.518,0.442,0.255,0.432,-1
2150,0.4525,0.503,0.408,0.2575,0.4145,-1
1354,0.4516666666666666,0.4886666666666667,0.4176666666666667,0.3273333333333333,0.4543333333333333,-1
1362,0.345,0.601,0.5335000000000001,0.2229999999999999,0.53,-1
493,0.3573333333333333,0.5346666666666667,0.5216666666666666,0.1983333333333333,0.4856666666666666,-1
445,0.318,0.599,0.5760000000000001,0.152,0.506,-1
2662,0.414,0.444,0.46,0.249,0.429,-1
2525,0.447,0.511,0.3829999999999999,0.31,0.481,-1
1780,0.4476666666666666,0.5136666666666667,0.44,0.2603333333333333,0.4136666666666666,-1
1070,0.471,0.545,0.406,0.254,0.418,-1
763,0.452,0.485,0.35,0.342,0.445,-1
623,0.461,0.335,0.341,0.308,0.353,-1
1734,0.478,0.462,0.425,0.304,0.42,-1
2210,0.3779999999999999,0.55,0.573,0.16,0.486,-1
1181,0.406,0.428,0.508,0.258,0.37,-1
1049,0.4039999999999999,0.411,0.472,0.228,0.4379999999999999,-1
683,0.35,0.603,0.588,0.138,0.568,-1
955,0.4335,0.4065,0.415,0.24,0.404,-1
1924,0.455,0.419,0.489,0.255,0.404,-1
688,0.342,0.7240000000000001,0.605,0.208,0.573,-1
659,0.412,0.3955,0.495,0.2249999999999999,0.4205,-1
1389,0.476,0.446,0.406,0.3339999999999999,0.428,-1
901,0.364,0.584,0.5,0.207,0.591,-1
1697,0.462,0.476,0.433,0.33,0.491,-1
806,0.408,0.542,0.4589999999999999,0.248,0.486,-1
1558,0.308,0.527,0.657,0.138,0.521,-1
160,0.405,0.48,0.436,0.281,0.447,-1
846,0.4614999999999999,0.4489999999999999,0.452,0.2314999999999999,0.4175,-1
1978,0.301,0.5329999999999999,0.49,0.1889999999999999,0.5760000000000001,-1
982,0.4705,0.3435,0.3705,0.3065,0.352,-1
2440,0.386,0.55,0.535,0.173,0.451,-1
1327,0.405,0.4559999999999999,0.4943333333333333,0.2443333333333333,0.4866666666666666,-1
212,0.431,0.438,0.5176666666666666,0.2676666666666666,0.4333333333333333,-1
2204,0.427,0.4579999999999999,0.568,0.268,0.407,-1
1493,0.4529999999999999,0.406,0.433,0.305,0.367,-1
753,0.4335,0.4335,0.512,0.2664999999999999,0.4309999999999999,-1
1300,0.43525,0.492,0.45225,0.232,0.4165,-1
173,0.4485,0.5589999999999999,0.4455,0.249,0.4715,-1
1717,0.414,0.566,0.4586666666666666,0.2423333333333333,0.4946666666666666,-1
695,0.4565,0.463,0.4545,0.348,0.4725,-1
464,0.4686666666666667,0.4753333333333333,0.439,0.2893333333333333,0.4115555555555555,-1
2862,0.4274285714285714,0.5009642857142859,0.4376428571428571,0.2775357142857142,0.4509285714285715,-1
2260,0.44,0.433,0.444,0.236,0.3989999999999999,-1
2644,0.4589999999999999,0.457,0.447,0.316,0.384,-1
2568,0.4529999999999999,0.44,0.3929999999999999,0.2769999999999999,0.402,-1
2339,0.412,0.3289999999999999,0.522,0.268,0.385,-1
1754,0.473,0.501,0.45,0.3279999999999999,0.437,-1
762,0.359,0.528,0.494,0.248,0.483,-1
2150,0.3918,0.4984,0.5332,0.203,0.4756,-1
979,0.414,0.424,0.43,0.268,0.3929999999999999,-1
1831,0.455,0.332,0.41,0.2789999999999999,0.346,-1
1799,0.3964999999999999,0.5915,0.414,0.269,0.4875,-1
1194,0.4226666666666667,0.4573333333333333,0.4373333333333333,0.2823333333333333,0.5163333333333333,-1
2649,0.331,0.594,0.484,0.145,0.485,-1
1401,0.441,0.4834166666666666,0.4251666666666667,0.2775833333333333,0.4191666666666667,-1
2790,0.44,0.33,0.3575,0.2254999999999999,0.368,-1
3130,0.371,0.535,0.493,0.216,0.433,-1
398,0.307,0.607,0.598,0.207,0.606,-1
1752,0.478,0.429,0.434,0.292,0.402,-1
1190,0.366,0.434,0.504,0.198,0.486,-1
1808,0.43,0.482,0.525,0.235,0.422,-1
2661,0.439,0.585,0.467,0.247,0.504,-1
716,0.3289999999999999,0.521,0.588,0.181,0.491,-1
1334,0.422,0.465,0.486,0.299,0.384,-1
109,0.4379999999999999,0.536,0.446,0.246,0.412,-1
2228,0.43175,0.506,0.40225,0.273,0.469,-1
416,0.306,0.595,0.516,0.144,0.546,-1
2688,0.386,0.505,0.514,0.192,0.4379999999999999,-1
1636,0.4046666666666667,0.514,0.4996666666666666,0.214,0.4556666666666666,-1
1402,0.401,0.48,0.509,0.1669999999999999,0.495,-1
2464,0.472,0.3735,0.45,0.3369999999999999,0.4145,-1
1338,0.433,0.3829999999999999,0.525,0.3389999999999999,0.386,-1
1483,0.375,0.395,0.465,0.159,0.429,-1
1847,0.409,0.461,0.477,0.184,0.426,-1
965,0.4095,0.56775,0.4534999999999999,0.2585,0.4915,-1
2287,0.337,0.505,0.523,0.235,0.49,-1
1262,0.4629999999999999,0.49,0.435,0.374,0.456,-1
3574,0.313,0.583,0.623,0.191,0.519,-1
2904,0.409,0.492,0.446,0.273,0.45,-1
1705,0.402,0.444,0.4479999999999999,0.257,0.4029999999999999,-1
137,0.432,0.439,0.417,0.217,0.397,-1
3027,0.41,0.526,0.432,0.2605,0.43,-1
897,0.3339999999999999,0.69,0.5539999999999999,0.181,0.531,-1
1660,0.46275,0.4622499999999999,0.442,0.29475,0.4195,-1
625,0.3785,0.504,0.532,0.224,0.4955,-1
2033,0.3989999999999999,0.5539999999999999,0.469,0.2239999999999999,0.474,-1
3203,0.375,0.499,0.469,0.254,0.478,-1
2525,0.3935,0.5625,0.4655,0.2635,0.4785,-1
733,0.423,0.551,0.4029999999999999,0.242,0.477,-1
288,0.472,0.429,0.3379999999999999,0.26,0.402,-1
73,0.429,0.359,0.494,0.257,0.377,-1
1936,0.38,0.522,0.467,0.1669999999999999,0.493,-1
1412,0.4589999999999999,0.47,0.4539999999999999,0.346,0.44,-1
925,0.385,0.5760000000000001,0.5529999999999999,0.303,0.486,-1
1964,0.428,0.41,0.4029999999999999,0.287,0.317,-1
1267,0.309,0.473,0.581,0.186,0.5,-1
886,0.4459999999999999,0.4385333333333333,0.4518666666666667,0.2904666666666667,0.4231999999999999,-1
1438,0.34625,0.5862499999999999,0.522,0.21575,0.5237499999999999,-1
3515,0.465,0.528,0.347,0.3229999999999999,0.392,-1
3218,0.4393333333333333,0.4263333333333333,0.5066666666666667,0.2769999999999999,0.428,-1
3456,0.3984999999999999,0.436,0.4844999999999999,0.263,0.4215,-1
1008,0.4656666666666667,0.4873333333333334,0.4843333333333333,0.3083333333333333,0.4153333333333333,-1
1791,0.4379999999999999,0.648,0.509,0.282,0.556,-1
130,0.3879999999999999,0.4825,0.4925,0.245,0.4385,-1
2219,0.359,0.584,0.503,0.272,0.495,-1
2199,0.319,0.551,0.532,0.173,0.556,-1
1274,0.422,0.56,0.4379999999999999,0.261,0.474,-1
2946,0.402,0.679,0.536,0.316,0.555,-1
2538,0.342,0.518,0.511,0.231,0.457,-1
2478,0.3325,0.4489999999999999,0.5960000000000001,0.1825,0.463,-1
2318,0.4573333333333333,0.4386666666666667,0.4433333333333333,0.2856666666666667,0.4316666666666666,-1
2180,0.3798,0.5109999999999999,0.4522,0.2012,0.4496,-1
394,0.4406666666666666,0.4773333333333333,0.4573333333333333,0.2479999999999999,0.3911666666666666,-1
755,0.3879999999999999,0.4886666666666667,0.5543333333333333,0.206,0.4406666666666667,-1
1610,0.441,0.414,0.479,0.2895,0.4675,-1
942,0.4103333333333334,0.518,0.4843333333333333,0.2593333333333333,0.427,-1
1880,0.4438823529411765,0.4561176470588235,0.4415882352941176,0.2816470588235295,0.4125294117647058,-1
273,0.3615,0.477,0.5445,0.224,0.477,-1
2290,0.4679999999999999,0.371,0.371,0.242,0.317,-1
2870,0.3768571428571428,0.4881428571428571,0.5421428571428571,0.2418571428571428,0.4371428571428571,-1
2302,0.4539999999999999,0.46,0.429,0.303,0.4429999999999999,-1
1227,0.432,0.319,0.466,0.3939999999999999,0.268,-1
1406,0.4645,0.536,0.4285,0.285,0.4459999999999999,-1
2194,0.427,0.488,0.433,0.247,0.424,-1
934,0.3966666666666666,0.476,0.4746666666666667,0.2693333333333333,0.4663333333333333,-1
2301,0.3775,0.407,0.431,0.182,0.397,-1
1464,0.435,0.4575,0.4575,0.2905,0.393,-1
2881,0.408,0.44,0.492,0.247,0.4529999999999999,-1
1668,0.439,0.432,0.432,0.336,0.485,-1
2857,0.407,0.507,0.475,0.185,0.435,-1
